gen,cand_id,parents,cv,rank,distance,Temperature change from 1850,Max cost of energy,Government net revenue below zero,Total energy below baseline
1,1_34,,0,4,inf,3.025354,29.079740000000005,92.7181013844,9538.8678
1,1_44,,0,4,inf,3.06834,27.94982,0.0,8064.9400000000005
1,1_87,,0,4,inf,3.1004560000000003,30.52904,1.436015128,7634.4982
1,1_91,,0,4,inf,3.1841619999999997,28.58564,0.0,8030.2559999999985
1,1_48,,0,4,0.9411578166698724,2.82026,30.1801,25.038296547999998,9912.3662
1,1_21,,0,4,0.6318361927824805,2.745158,35.38362,0.0,13345.622199999998
1,1_26,,0,4,0.609648164473304,2.732284,36.274860000000004,0.0,12700.380599999999
1,1_65,,0,4,0.41420667221039814,2.769958,37.8721,0.0,10416.925199999998
1,1_52,,0,4,0.3444178213755967,3.026656,30.5921,16.9138042,8532.0648
1,1_67,,0,4,0.3270409659617818,2.772358,33.54812,0.0,11679.546199999999
1,1_24,,0,4,0.31041583107347986,2.8623640000000004,32.783820000000006,4.4015502,9736.7888
1,1_32,,0,4,0.2604366602661645,2.882712,31.380959999999998,4.347582407999999,10557.655999999999
1,1_38,,0,4,0.24701932882127234,2.956788,33.442099999999996,0.0,9200.196399999999
1,1_95,,0,4,0.24328383407747717,2.783654,31.855240000000002,0.0,11456.7584
1,1_25,,0,4,0.21282214763462176,3.0358380000000005,28.40738,2.5805140799999995,8698.230599999999
1,1_80,,0,4,0.19414779686793854,2.832956,32.287580000000005,0.0,10096.183199999998
1,1_79,,0,4,0.17140612663817634,3.020692,33.29258,0.0,8594.778999999999
1,1_98,,0,4,0.16247432044881394,2.827234,30.11868,0.0,10921.5652
1,1_49,,0,4,0.1585233362929379,2.745512,32.9984,0.0,12932.9276
1,1_83,,0,4,0.14510050835195085,2.936796,29.7332,0.0,9864.2288
1,1_69,,0,4,0.14287296460395785,2.93349,30.400420000000004,0.0,9583.978200000001
1,1_16,,0,4,0.11964940317302332,3.03342,31.097760000000005,0.0,9426.6564
1,1_66,,0,5,inf,3.060452,29.954439999999998,17.60767152,9348.565200000001
1,1_73,,0,5,inf,3.1432539999999998,32.8004,0.0,9571.1788
1,1_74,,0,5,inf,2.838966,34.20614,0.0,14142.082999999999
1,1_85,,0,5,inf,2.776898,36.00764,0.0,12785.3498
1,1_78,,0,5,1.5920158996027034,2.8834340000000003,34.99636,3.472545320000001,11000.091199999999
1,1_30,,0,5,0.7494245574996432,2.898796,31.87918,1.6796544059999996,12011.342599999998
1,1_84,,0,5,0.7018768943420117,3.0062420000000003,31.046340000000004,0.0,10002.518600000001
1,1_93,,0,5,0.46941938488796636,2.844388,32.12568,0.0,11424.0526
1,1_8,,0,5,0.46143529341495176,2.817006,34.540679999999995,0.0,12396.748199999998
1,1_96,,0,5,0.35536797434372674,2.9465440000000003,32.70894,0.0,9780.852600000002
1,1_57,,0,5,0.34427863423529026,2.963054,31.05412,0.0,9674.1374
1,1_36,,0,6,inf,2.794702,41.76918,0.786857569,13411.222400000002
1,1_59,,0,6,inf,2.983628,31.762160000000005,0.628413088,10881.373599999999
1,1_90,,0,6,inf,3.0304899999999995,36.19952,0.0,9969.886999999999
1,1_53,,0,6,2.778450558742616,2.844642,33.157399999999996,0.0,11582.782600000002
1,1_89,,0,7,inf,2.856676,33.52628,0.0,11694.7694
2,0_0,,0,1,inf,2.914862,26.457100000000004,0.0,4676.4144
2,0_1,,0,1,inf,3.197444,24.066499999999998,0.0,6279.733
2,1_27,,0,1,inf,2.607482,32.67476,105.00358311800001,7775.3780000000015
2,2_19,"['1_70', '1_92']",0,1,inf,2.147156,67.22962,0.0,15552.700399999998
2,2_25,"['1_33', '1_29']",0,1,inf,2.5804280000000004,23.269160000000003,0.0,8447.7268
2,2_59,"['1_92', '1_35']",0,1,inf,2.233926,32.27084,0.0,16393.672400000003
2,2_41,"['1_46', '1_58']",0,1,0.8331092041839024,2.776106,32.14358,43.3786336612,6795.8124
2,1_10,,0,1,0.6113384668015096,2.7527899999999996,50.74882,0.0,6956.5244
2,2_96,"['1_27', '0_0']",0,1,0.5287588131747601,2.724592,36.81034,4.4093080239999995,7066.4007999999985
2,2_82,"['0_1', '1_33']",0,1,0.4787364488332126,2.165626,61.54042,0.0,13367.596599999999
2,1_50,,0,1,0.4761176804373326,2.346818,30.9764,12.16814378,12968.431799999998
2,2_71,"['1_86', '0_0']",0,1,0.4362321162437327,2.547232,34.16496,23.343907326,10087.3294
2,2_48,"['1_16', '1_60']",0,1,0.3747465169591621,2.837528,26.17638,24.602823694,8106.256199999999
2,1_3,,0,1,0.3610780682791432,2.992624,24.20368,0.0,5468.5912
2,2_66,"['1_24', '1_34']",0,1,0.35269905322191064,2.44807,33.21798,0.0,11375.101200000001
2,2_47,"['1_15', '0_0']",0,1,0.2098779774148784,2.2451480000000004,33.17886,0.0,14308.105200000002
2,2_21,"['1_26', '1_28']",0,1,0.20654458643165396,2.3802600000000003,29.21544,0.0,14536.092
2,2_12,"['1_10', '0_0']",0,1,0.20515768292883585,2.96532,24.3076,8.487201564,6655.086
2,2_14,"['1_27', '0_0']",0,1,0.18600787085003562,2.5715779999999997,34.13072,0.0,9044.6554
2,1_20,,0,1,0.1686868156320909,2.6570080000000003,27.137700000000002,0.0,7280.069
2,1_72,,0,1,0.12378726975968964,2.40115,33.52882,0.0,13481.137400000001
2,1_37,,0,1,0.11789179449261392,2.417512,35.46836,0.0,13104.963
2,2_18,"['1_88', '1_69']",0,1,0.11593326511581384,2.91098,26.282400000000003,0.0,7341.107399999999
2,2_67,"['1_69', '1_28']",0,1,0.08120427728256861,2.7802999999999995,28.84014,0.0,6924.6831999999995
2,1_92,,0,1,0.07947364208411806,2.4434080000000002,28.705040000000004,0.0,13008.238199999998
2,2_39,"['1_47', '1_83']",0,1,0.07614979682179403,2.9264160000000006,26.11388,0.0,7292.616799999999
2,2_11,"['1_5', '1_7']",0,1,0.07026149009047891,2.763128,26.859519999999996,0.184505596,7795.1968
2,1_43,,0,1,0.06764220969210183,2.4041620000000004,34.18901999999999,0.0,13253.0804
2,1_5,,0,1,0.057640552595480246,2.946534,24.20868,0.0,7114.4828
2,1_7,,0,1,0.05234044819973728,2.7788399999999998,26.33086,0.4558452579999999,7320.8894
2,0_2,,0,2,inf,3.2745020000000005,24.61746,0.0,5917.524
2,1_47,,0,2,inf,2.44303,38.52492,0.0,14168.983799999996
2,2_24,"['1_39', '1_6']",0,2,inf,2.634178,34.82790000000001,87.598784376,11420.1508
2,2_55,"['1_12', '1_43']",0,2,inf,2.3224340000000003,35.8886,0.0,18355.873
2,2_58,"['1_9', '1_45']",0,2,inf,2.3181920000000003,37.095119999999994,0.0,16507.2218
2,2_35,"['0_0', '1_27']",0,2,0.42051054524840875,2.9274259999999996,27.391579999999998,55.9445785,7966.321000000001
2,1_75,,0,2,0.4126202870704347,2.5970619999999998,34.3466,71.304533042,11844.035199999997
2,1_28,,0,2,0.37740484408970554,2.770208,26.901699999999998,40.864780608000004,10680.5356
2,2_92,"['1_15', '1_28']",0,2,0.32674024892318204,2.34957,33.843579999999996,0.0,14770.810000000001
2,1_86,,0,2,0.24945329078509654,2.676976,28.46926,0.9179964919999998,8918.807799999999
2,1_14,,0,2,0.22312786073177698,2.586208,35.173899999999996,0.0,9910.662799999998
2,1_56,,0,2,0.22001138804499948,3.155698,25.02208,35.460742843999995,6506.6892
2,2_3,"['1_50', '1_99']",0,2,0.20643305189105965,2.685782,31.35082,6.900164000000001,8724.3184
2,1_41,,0,2,0.2050968824085363,3.2251420000000004,25.26594,22.05461766,6099.9583999999995
2,2_84,"['1_23', '1_75']",0,2,0.20122182050595658,3.1439579999999996,25.922040000000003,0.0,6997.0639999999985
2,1_39,,0,2,0.18791558233428857,2.6547579999999997,32.65224,28.070674079999996,11875.7774
2,1_63,,0,2,0.18774516240250372,2.86967,36.1304,0.0,7190.203199999998
2,1_12,,0,2,0.1871916963947519,3.026896,25.28794,0.0,7027.071999999998
2,2_5,"['1_5', '1_18']",0,2,0.18666099582536785,2.462778,35.34334,0.0,14050.219200000001
2,1_60,,0,2,0.18162867972170957,2.992586,26.995060000000002,38.45548270759999,8033.1726
2,2_53,"['1_33', '1_45']",0,2,0.1739702172077962,2.9027920000000003,27.86268,15.3227227696,7952.3784
2,1_42,,0,2,0.16134452434832497,2.6652460000000002,29.84744,0.0,12709.708000000002
2,2_52,"['1_99', '1_33']",0,2,0.1553887661528412,2.521872,31.93272,0.0,14483.131
2,2_28,"['1_67', '0_2']",0,2,0.1510027506551131,2.841304,28.99714,15.2547214348,7625.633399999999
2,2_34,"['1_3', '1_22']",0,2,0.1499774412860294,2.59928,31.56758,0.0,13511.899
2,2_88,"['1_62', '1_42']",0,2,0.14976003504876884,2.6836320000000002,31.181,14.311384588,8358.797999999999
2,2_87,"['1_40', '1_3']",0,2,0.14004801051253202,3.1954540000000002,25.6378,0.0,6268.570999999998
2,2_78,"['1_58', '1_21']",0,2,0.13034960093129552,2.934546,27.462200000000003,0.0,8367.281400000002
2,1_94,,0,2,0.12973155386651697,3.269522,26.337220000000002,0.0,6059.2554
2,2_68,"['1_39', '1_39']",0,2,0.12746482069831971,2.6580880000000002,32.627159999999996,20.037830100000004,11835.731399999999
2,2_49,"['1_17', '1_6']",0,2,0.11908047091287127,2.806406,28.217219999999998,0.0,7955.7304
2,1_18,,0,2,0.11498674912776026,2.537518,33.537780000000005,0.0,14301.5442
2,2_61,"['1_97', '1_18']",0,2,0.11427127274894579,2.725874,30.676799999999997,0.0,11221.321
2,2_38,"['1_9', '0_0']",0,2,0.11231014386343412,2.750292,29.5524,0.0,7897.4658
2,2_73,"['1_15', '1_13']",0,2,0.11009046011895196,3.166086,24.79884,0.0,6825.0188
2,2_97,"['1_48', '1_95']",0,2,0.10853942013979373,2.718164,32.887299999999996,0.0,11662.731199999998
2,2_15,"['1_15', '1_31']",0,2,0.10739141556676421,2.5419259999999997,35.01183999999999,0.0,11898.452
2,2_75,"['1_65', '1_24']",0,2,0.0989823258019758,2.611358,34.34292000000001,0.0,12277.453399999999
2,1_13,,0,2,0.09832015556147128,3.0053639999999997,26.80446,0.0,7785.7991999999995
2,2_8,"['1_70', '1_4']",0,2,0.0892380418230521,2.7149199999999998,30.391340000000003,0.0,11869.622800000001
2,1_55,,0,2,0.08414047720936124,2.7334699999999996,29.00602,0.0,8098.916799999999
2,2_1,"['1_5', '1_50']",0,2,0.07555486882641776,2.692294,34.06494,0.0,8711.285800000001
2,2_46,"['1_81', '1_37']",0,2,0.07327609102119483,2.6437619999999997,32.27932,0.0,11884.423599999998
2,1_97,,0,2,0.06849176098944591,2.66358,31.729879999999998,0.0,12429.594799999999
2,1_71,,0,2,0.06565872515483226,2.7271740000000007,31.02256,0.0,7354.085999999998
2,2_9,"['1_92', '1_29']",0,2,0.03974708021257826,2.7330440000000005,34.0714,0.0,7353.1436
2,1_70,,0,3,inf,2.514542,34.7887,0.0,15625.1254
2,1_88,,0,3,inf,2.572814,63.74136000000001,0.0,13674.3652
2,2_64,"['1_23', '1_62']",0,3,inf,2.89608,29.84234,111.45270587599998,8697.4866
2,2_65,"['1_40', '1_14']",0,3,inf,3.357168,25.021620000000002,0.0,5972.9223999999995
2,2_69,"['1_54', '1_43']",0,3,inf,2.366808,37.4824,17.90111544,14788.519
2,1_76,,0,3,0.7460921115952472,2.738188,38.5367,0.0,8270.843799999999
2,2_26,"['1_5', '1_27']",0,3,0.6281694284757491,2.8065599999999997,29.667520000000003,97.24118686,9827.956
2,2_44,"['1_42', '1_5']",0,3,0.6135381601025399,2.821004,27.677979999999998,51.24970250399999,12504.384
2,2_62,"['1_3', '0_1']",0,3,0.34464161592978404,3.1727619999999996,27.098920000000003,0.0,7125.1514
2,1_46,,0,3,0.3408543355127341,2.7429740000000002,31.857699999999994,45.652349266,9407.159000000001
2,2_17,"['0_2', '1_47']",0,3,0.31879012275597507,2.64365,35.34328,23.43290757884,12615.5858
2,1_23,,0,3,0.2024336088004784,2.61816,34.32744,8.14714522,13957.530999999997
2,2_54,"['1_15', '1_39']",0,3,0.19869791557314628,2.4894600000000002,36.35096,0.0,14933.347400000002
2,1_62,,0,3,0.19867761650142055,2.9515300000000004,28.013500000000004,16.346382272,8850.1082
2,1_4,,0,3,0.18364008098786302,3.055444,26.183460000000004,0.0,7448.133200000001
2,1_40,,0,3,0.16381147414311606,3.152962,30.38422,0.0,7140.763800000001
2,1_35,,0,3,0.16136516775283274,2.62761,35.5136,51.14477962000001,10505.487399999998
2,1_15,,0,3,0.15742507804562256,2.3927620000000003,38.21884,0.0,14926.447799999998
2,2_56,"['1_35', '1_6']",0,3,0.1338871709424375,2.647064,34.20234000000001,1.659973840000001,13020.642600000001
2,1_17,,0,3,0.12706880429021963,2.740738,30.6949,0.0,11590.0246
2,1_64,,0,3,0.11794332374112915,2.5370999999999997,33.61838,0.0,14639.488400000002
2,1_33,,0,3,0.10874217418381008,2.5117260000000003,37.817499999999995,0.0,14375.526600000001
2,1_77,,0,3,0.09678652349474443,2.931422,31.53808,0.0,7753.172999999998
2,2_43,"['1_72', '1_22']",0,3,0.09521484573892491,2.6698899999999997,36.684960000000004,0.0,11536.919999999998
3,0_0,,0,1,inf,2.914862,26.457100000000004,0.0,4676.4144
3,2_25,"['1_33', '1_29']",0,1,inf,2.5804280000000004,23.269160000000003,0.0,8447.7268
3,1_3,,0,1,inf,2.992624,24.20368,0.0,5468.5912
3,3_7,"['1_3', '2_25']",0,1,inf,2.0194140000000003,68.42612,185.68468702400003,14304.279999999995
3,3_78,"['2_25', '2_47']",0,1,inf,2.1437959999999996,46.2025,17.1905783,19420.257
3,3_96,"['2_47', '1_10']",0,1,inf,2.032576,73.77292,0.0,14021.3288
3,2_71,"['1_86', '0_0']",0,1,1.034686242548765,2.547232,34.16496,23.343907326,10087.3294
3,2_82,"['0_1', '1_33']",0,1,0.5004702170029629,2.165626,61.54042,0.0,13367.596599999999
3,1_50,,0,1,0.340789565128174,2.346818,30.9764,12.16814378,12968.431799999998
3,2_59,"['1_92', '1_35']",0,1,0.32801633912818834,2.233926,32.27084,0.0,16393.672400000003
3,3_60,"['1_43', '2_66']",0,1,0.2763235116592119,2.22365,65.33162,0.0,12514.362599999999
3,3_68,"['0_0', '1_42']",0,1,0.2660051549382715,2.491322,28.94418,1.6693293720000004,10788.973399999999
3,3_95,"['2_8', '1_3']",0,1,0.2565152886230651,2.1961,38.428819999999995,0.0,14477.477399999998
3,3_69,"['1_27', '2_61']",0,1,0.2523613120472426,2.7028480000000004,34.657759999999996,0.0,5885.9298
3,3_16,"['1_12', '2_96']",0,1,0.24838671834628712,2.383326,25.767599999999998,0.0,11128.2938
3,2_19,"['1_70', '1_92']",0,1,0.20969383907910286,2.147156,67.22962,0.0,15552.700399999998
3,3_67,"['1_20', '2_25']",0,1,0.2093724275942685,2.50589,37.03956000000001,0.49797424799999995,9802.8164
3,3_11,"['1_14', '1_50']",0,1,0.19907571081818165,2.841448,27.973239999999997,20.4497634242,5551.7602
3,3_90,"['1_55', '1_47']",0,1,0.18608212091579462,2.580454,25.460020000000004,0.0,7340.621799999999
3,1_20,,0,1,0.1822356276557632,2.6570080000000003,27.137700000000002,0.0,7280.069
3,2_67,"['1_69', '1_28']",0,1,0.17687045564923898,2.7802999999999995,28.84014,0.0,6924.6831999999995
3,2_47,"['1_15', '0_0']",0,1,0.1645732955297093,2.2451480000000004,33.17886,0.0,14308.105200000002
3,2_21,"['1_26', '1_28']",0,1,0.15067887470069935,2.3802600000000003,29.21544,0.0,14536.092
3,2_14,"['1_27', '0_0']",0,1,0.14554392927711965,2.5715779999999997,34.13072,0.0,9044.6554
3,3_24,"['2_49', '2_41']",0,1,0.13387324247929522,2.775076,28.88138,0.0,5227.7137999999995
3,3_10,"['1_7', '1_63']",0,1,0.0943736488834902,2.9061779999999997,27.951999999999998,0.0,5831.800799999999
3,3_56,"['1_10', '2_18']",0,1,0.046420749621373464,2.908144,23.69018,0.0,5748.848
3,1_7,,0,1,0.025809068564257354,2.7788399999999998,26.33086,0.4558452579999999,7320.8894
3,0_1,,0,2,inf,3.197444,24.066499999999998,0.0,6279.733
3,1_10,,0,2,inf,2.7527899999999996,50.74882,0.0,6956.5244
3,0_2,,0,2,inf,3.2745020000000005,24.61746,0.0,5917.524
3,2_55,"['1_12', '1_43']",0,2,inf,2.3224340000000003,35.8886,0.0,18355.873
3,2_58,"['1_9', '1_45']",0,2,inf,2.3181920000000003,37.095119999999994,0.0,16507.2218
3,3_36,"['2_34', '2_96']",0,2,inf,2.863416,30.738459999999996,0.0,5803.9368
3,3_57,"['2_61', '1_28']",0,2,inf,2.551044,28.5343,130.469263786,13420.762400000001
3,1_27,,0,2,0.7335397993644517,2.607482,32.67476,105.00358311800001,7775.3780000000015
3,3_98,"['1_28', '2_8']",0,2,0.6784272734694337,2.3258739999999998,37.217400000000005,0.0,15354.9434
3,2_41,"['1_46', '1_58']",0,2,0.6171956681879204,2.776106,32.14358,43.3786336612,6795.8124
3,1_41,,0,2,0.2482388815143059,3.2251420000000004,25.26594,22.05461766,6099.9583999999995
3,1_14,,0,2,0.24447155229500273,2.586208,35.173899999999996,0.0,9910.662799999998
3,2_92,"['1_15', '1_28']",0,2,0.24376988986722475,2.34957,33.843579999999996,0.0,14770.810000000001
3,1_56,,0,2,0.2339898224574809,3.155698,25.02208,35.460742843999995,6506.6892
3,3_1,"['2_11', '1_10']",0,2,0.216849711868028,2.62213,28.326960000000003,0.0,12315.0356
3,1_12,,0,2,0.206259821274286,3.026896,25.28794,0.0,7027.071999999998
3,3_84,"['1_3', '1_75']",0,2,0.20372793018541646,2.6375859999999998,36.29258,0.0,8773.451000000001
3,2_28,"['1_67', '0_2']",0,2,0.20084524358645411,2.841304,28.99714,15.2547214348,7625.633399999999
3,2_12,"['1_10', '0_0']",0,2,0.1902956056631923,2.96532,24.3076,8.487201564,6655.086
3,3_43,"['1_12', '2_24']",0,2,0.18114916642210366,2.671422,25.878499999999995,0.0,7781.711
3,3_53,"['1_60', '1_47']",0,2,0.17575384425714885,2.42124,32.50564,16.382475238,13538.426999999996
3,3_8,"['1_35', '2_87']",0,2,0.17112057184390392,2.321186,36.62438,0.0,17316.3712
3,2_66,"['1_24', '1_34']",0,2,0.17053772297856495,2.44807,33.21798,0.0,11375.101200000001
3,2_84,"['1_23', '1_75']",0,2,0.14912847837514392,3.1439579999999996,25.922040000000003,0.0,6997.0639999999985
3,1_94,,0,2,0.1427754458197601,3.269522,26.337220000000002,0.0,6059.2554
3,3_21,"['1_3', '1_42']",0,2,0.14007797412014467,2.4294599999999997,31.1447,0.0,11579.3444
3,3_39,"['2_92', '2_88']",0,2,0.13538116860738258,2.5917380000000003,32.515879999999996,0.0,10924.6806
3,2_96,"['1_27', '0_0']",0,2,0.13191958894392297,2.724592,36.81034,4.4093080239999995,7066.4007999999985
3,3_92,"['1_56', '2_47']",0,2,0.12347842749084159,2.779224,32.2919,6.39484376,6841.406
3,3_30,"['2_35', '1_28']",0,2,0.1164629519561922,2.61782,29.20476,0.0,11253.2978
3,3_29,"['2_14', '2_14']",0,2,0.10079131442249065,2.5863699999999996,34.13488,0.0,8921.585600000002
3,1_92,,0,2,0.099739247708765,2.4434080000000002,28.705040000000004,0.0,13008.238199999998
3,1_72,,0,2,0.08990654748364439,2.40115,33.52882,0.0,13481.137400000001
3,1_43,,0,2,0.08120932392497453,2.4041620000000004,34.18901999999999,0.0,13253.0804
3,2_18,"['1_88', '1_69']",0,2,0.07907066465835015,2.91098,26.282400000000003,0.0,7341.107399999999
3,2_87,"['1_40', '1_3']",0,2,0.06924608988170877,3.1954540000000002,25.6378,0.0,6268.570999999998
3,2_39,"['1_47', '1_83']",0,2,0.06873884462049519,2.9264160000000006,26.11388,0.0,7292.616799999999
3,1_5,,0,2,0.06773971371918218,2.946534,24.20868,0.0,7114.4828
3,1_37,,0,2,0.06415008201551134,2.417512,35.46836,0.0,13104.963
3,2_73,"['1_15', '1_13']",0,2,0.060369037803898164,3.166086,24.79884,0.0,6825.0188
3,1_71,,0,2,0.04577218657199185,2.7271740000000007,31.02256,0.0,7354.085999999998
3,2_9,"['1_92', '1_29']",0,2,0.03873762653945594,2.7330440000000005,34.0714,0.0,7353.1436
3,1_70,,0,3,inf,2.514542,34.7887,0.0,15625.1254
3,2_65,"['1_40', '1_14']",0,3,inf,3.357168,25.021620000000002,0.0,5972.9223999999995
3,2_69,"['1_54', '1_43']",0,3,inf,2.366808,37.4824,17.90111544,14788.519
3,1_15,,0,3,inf,2.3927620000000003,38.21884,0.0,14926.447799999998
3,3_28,"['0_0', '2_58']",0,3,inf,2.4765880000000005,46.60906,0.0,12192.988800000001
3,3_35,"['2_66', '2_53']",0,3,inf,3.060476,26.052699999999998,150.10868087499998,6846.2408
3,1_35,,0,3,0.6066657038736345,2.62761,35.5136,51.14477962000001,10505.487399999998
3,1_47,,0,3,0.48539773227332733,2.44303,38.52492,0.0,14168.983799999996
3,3_50,"['2_24', '1_55']",0,3,0.4529122652751272,2.6818219999999995,36.278279999999995,111.90594055599999,8148.7012
3,2_24,"['1_39', '1_6']",0,3,0.3456325462854888,2.634178,34.82790000000001,87.598784376,11420.1508
3,1_86,,0,3,0.26955020752526915,2.676976,28.46926,0.9179964919999998,8918.807799999999
3,2_62,"['1_3', '0_1']",0,3,0.264625345231574,3.1727619999999996,27.098920000000003,0.0,7125.1514
3,1_39,,0,3,0.23684921238881493,2.6547579999999997,32.65224,28.070674079999996,11875.7774
3,1_75,,0,3,0.22967018735949266,2.5970619999999998,34.3466,71.304533042,11844.035199999997
3,1_40,,0,3,0.18189336369052847,3.152962,30.38422,0.0,7140.763800000001
3,1_63,,0,3,0.1620748794886224,2.86967,36.1304,0.0,7190.203199999998
3,3_59,"['2_66', '2_35']",0,3,0.16127420130198733,2.687278,29.3368,79.80183574,8453.7192
3,1_42,,0,3,0.15703428907615263,2.6652460000000002,29.84744,0.0,12709.708000000002
3,3_70,"['2_78', '2_21']",0,3,0.14674458524067227,2.5854519999999996,33.78066,0.0,13881.6156
3,2_34,"['1_3', '1_22']",0,3,0.1447334354363992,2.59928,31.56758,0.0,13511.899
3,1_13,,0,3,0.1441768883403119,3.0053639999999997,26.80446,0.0,7785.7991999999995
3,2_88,"['1_62', '1_42']",0,3,0.1432050690038043,2.6836320000000002,31.181,14.311384588,8358.797999999999
